,job_title,company_name,company_location,work_method,role,bachelor,masters,phd,no_diploma,python,sql,nosql,java,julia,matlab,tensorflow,tableau,powerbi,qlikview,excel,cloud,work_type
409,CHATBOT ANALYST,Mundiale,Brasil,Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
410,Especialista de Análise de Dados,C6 Bank,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
411,Analista ETL,Minsait,"São Paulo, Brasil",Remoto,Analista de Dados,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
413,Analista de Dados,Icaro Tech,"Campinas, São Paulo, Brasil",Remoto,Analista de Dados,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,Meio período
415,Analista de Business Intelligence Pleno,ALD Automotive Brasil,São Paulo e Região,Presencial,Analista BI,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
417,"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Agoda,"Porto Alegre, Rio Grande do Sul, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
418,GCP Data Engineer | Remote,Capgemini,São Paulo e Região,Remoto,Engenheiro de Dados,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,Tempo integral
419,Engenheiro de Dados,Accenture Brasil,"São Paulo, São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
420,Analista de Dados & Growth,Pieta.tech,"Florianópolis, Santa Catarina, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
421,Analista de Dados e Insights,Score Group Brasil,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Meio período
422,Business Analytics SR,banco BV,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
423,Data Engineer - Personalization,Spotify,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
424,Data Engineer | Python Developer,Reply,Brasil,Presencial,Engenheiro de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
426,Analista de Web Analytics,Take Blip,Belo Horizonte e Região,Híbrido,Analista de Dados,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,Contrato
428,Engenheiro Machine Learning,labsit,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,Tempo integral
429,Analista de Dados Pleno,Riachuelo,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
430,Pessoa Engenheira de Dados,Z1,Brasil,Híbrido,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Meio período
431,Top Funnel Analyst,Nielsen,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
433,ANALISTA DE INTELIGENCIA ESTATÍSTICA PLENO (100% REMOTO),ClearSale,Brasil,Remoto,Analista de Dados,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
434,Gerente de Dados BI,Dasa,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Meio período
435,Analista de Dados e Business Intelligence,Novare RH,"Curitiba, Paraná, Brasil",Presencial,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
436,Analista de Dados,Robert Half,"São Bernardo do Campo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Tempo integral
438,Remote Data Analyst/Engineer Jobs,Turing.com,Brasil,Remoto,Analista de Dados,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
439,Analista VBA,GET ITalent,"São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
440,Engenheiro de Dados - Business Intelligence,ALD Automotive Brasil,"São Paulo, Brasil",Remoto,Analista BI,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
442,Applied Data Scientist,dunnhumby,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
443,Análise de BI | Híbrido,Grupo Mult,"Belo Horizonte, Minas Gerais, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
445,Analista de Dados - Jr e Pl híbrido - São Paulo,Atento Brasil,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
446,Cientista de Dados Pleno,Porto,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
447,"Insights Analyst (Bangkok Based, relocation provided)",Agoda,"Belo Horizonte, Minas Gerais, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
448,Data Scientist - Remote - Latin America,FullStack Labs,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Meio período
450,Machine Learning Engineer,Luizalabs,Brasil,Remoto,Engenheiro de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
452,Banco de Talentos - Cientista de Dados,Dexco,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,Meio período
453,Analista De Projetos Desenvolvedor - Cientista De Dados,C2C CLOSE TO CONSUMER BRASIL PROMOTORA DE VENDAS LTDA,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Tempo integral
454,212039 Business Intelligence Developer,IQVIA,"São Paulo, São Paulo, Brasil",Presencial,Analista BI,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Tempo integral
459,Analista Business Intelligence Pleno (PCD),Base Consultoria,"São Paulo, São Paulo, Brasil",Remoto,Analista BI,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
463,Analista de Dados - CRM,Hospital Israelita Albert Einstein,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
464,Analista de Sistemas de TI | Logística,Lojas Renner S.A.,"Cabreúva, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
465,Analista de Dados Pleno,"Opice Blum, Bruno e Vainzof Advogados Associados","São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
466,Data Technology Consultant,Microsoft,"Alagoas, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
467,System Test Analyst,hEDGEpoint Global Markets,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
469,Application Developer - Microsoft Analytics (Remoto),IBM,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
470,Analista de Dados Estatísticos,Bomi Group,"Itapevi, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
471,Pessoa Cientista de Dados - CoE xTech,BIP Brasil,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
472,"Business Analyst, Strategic Partnerships( Bangkok based)",Agoda,São Paulo e Região,Remoto,Analista BI,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
474,Staff Data Engineer - Messaging Platform,Spotify,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Meio período
475,Data Engineer - Online Job,Oowlish,"Salvador, Bahia, Brasil",Presencial,Engenheiro de Dados,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
476,"Software Engineer, People with Disabilities",Google,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Tempo integral
477,Pessoa Especialista Em Ciência De Dados (Area 1),GPTI,"Brasília, Distrito Federal, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
478,Analista de Dados Comercial,Escola Mais,São Paulo e Região,Híbrido,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,Tempo integral
479,Business Intelligence Developer,IQVIA,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Tempo integral
480,Business Analytics,XP Inc.,"São Paulo, São Paulo, Brasil",Remoto,Analista BI,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
481,Data Engineer Intern,MBOCHIP,"Porto Alegre, Rio Grande do Sul, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
482,Pessoa Engenheira de Software | Big Data & AI,Globo,Brasil,Presencial,Cientista de Dados,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,Tempo integral
484,Analista Inteligência de Dados Pleno,Porto,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Tempo integral
485,Especialista Data Analysis Pleno a Sênior,GeekHunter,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Cientista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
486,Trainee Recrutamento Tech,NEORIS,"São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
487,Analista de Dados Estratégicos,Unimed-BH,"Belo Horizonte, Minas Gerais, Brasil",Presencial,Analista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
489,ANALISTA DE DADOS FLORESTAIS - COLHEITA,Gerdau,"Três Marias, Minas Gerais, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Tempo integral
490,Analista de Governança de Dados,Itaú Unibanco,"São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
492,"Senior Business Analyst (Bangkok Based, relocation provided)",Agoda,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
493,Data Engineer - Online Job,Oowlish,"Brasília, Distrito Federal, Brasil",Presencial,Engenheiro de Dados,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
494,Machine Learning Specialist,BEES Brasil,"Campinas, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
495,ANALISTA DE DADOS,Thermomatic do Brasil,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Contrato
496,Business Analytics,Gipsyy,"São Paulo, São Paulo, Brasil",Remoto,Analista BI,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
498,Engenheiro de Dados,EY,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Meio período
501,Analista de Sistemas | Arquiteto(a) de Dados,Deloitte,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
502,Web Analytics Engineer Jr,Descomplica,"Rio de Janeiro, Rio de Janeiro, Brasil",Presencial,Analista de Dados,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Tempo integral
503,Analista De Governança De Dados,Iterative Inc.,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
505,Senior Data Analyst,Pipefy,Brasil,Híbrido,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
507,Remote Senior Data Scientist Jobs,Turing.com,Brasil,Presencial,Cientista de Dados,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
509,Cientista de Dados Pleno,TGroup,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Meio período
510,Pessoa Analista de Governança de Dados (exclusiva para PCDs),UNICRED DO BRASIL,"Porto Alegre, Rio Grande do Sul, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tempo integral
517,Data Technology Consultant,Microsoft,"Mato Grosso do Sul, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
518,Data Engineer - Big Data (Remoto),IBM,"Rio de Janeiro, Rio de Janeiro, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
519,"Analytics Specialist (Bangkok Based, relocation provided)",Agoda,"Curitiba, Paraná, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
520,Cientista de dados,Entelgy Brasil,Brasil,Remoto,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
521,Analista de Dados Jurídicos - KPIs,Nelson Wilians Advogados,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
523,Intern Data Consultant - Sao Paulo - October 2022,Artefact,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
524,"Analista de BI - Uberlândia, MG",Sankhya Gestão de Negócios,"Uberlândia, Minas Gerais, Brasil",Híbrido,Analista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
525,Programa Potenciais - Estagio,Stefanini Brasil,"São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
526,Engenheiro de dados,Optima PS2 Solutions,"Cotia, São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Tempo integral
527,Engenheiro de dados,Capitani Group,Brasil,Remoto,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
528,"Data Scientist - Supply Chain Innovation, Supply Chain & Integration",Amazon,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
530,Analista de Dados Jr/Pl/Sr - Belo Horizonte e região - home office,Atento Brasil,Belo Horizonte e Região,Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
534,Customer Experience | Data Analyst,Hurb,"Rio de Janeiro, Rio de Janeiro, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Tempo integral
535,Mid-Level Data Analyst | Trainiac,Gympass,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
537,BUSINESS ANALYST,Kavak.com,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,Contrato
538,Remote Data Analyst Jobs,Turing.com,Brasil,Remoto,Analista de Dados,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
539,2023 Bloomberg Trainee Program - Analytics & Sales - January Class,Bloomberg LP,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
542,Python Development Analyst,Tata Consultancy Services,Brasil,Presencial,Analista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
545,BI TI Desenvolvedor Programador - Escritrio De Contabilidade,Moresco Contabilidade,"Porto Alegre, Rio Grande do Sul, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
546,Banco de Talentos - Cientista de Dados,Plannera,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
547,Associate Data Analyst- Customer Experience Group | Bangkok-based,Agoda,"Manaus, Amazonas, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
549,"RGM Sr. Analyst, LAC",Bacardi,"São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Tempo integral
550,Data Technology Consultant,Microsoft,"Acre, Brasil",Híbrido,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
551,Data Scientist (Remoto),IBM,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
552,Engenheiro de Dados,Grupo Habib's,"Barueri, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
553,Data Analyst,Artefact,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Tempo integral
554,Engenharia de Dados,Itaú Unibanco,"São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
555,Analista de BI,AKA Tecnologia,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Contrato
556,Engenheiro de Dados Sr.,PagBank PagSeguro,São Paulo e Região,Presencial,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
557,Antifraud Analyst,99,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
559,Remote Data Scientist Jobs,Turing.com,"Montenegro, Rio Grande do Sul, Brasil",Remoto,Cientista de Dados,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
560,Data Engineer,Trademaster,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,Tempo integral
562,Data Analytics Specialist Mid-Level,CI&T,Brasil,Híbrido,Analista de Dados,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Tempo integral
564,Data Acquisition Advisor,TransUnion,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Tempo integral
565,Engenheiro de Dados Sr,Stefanini Brasil,Brasil,Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,Tempo integral
566,"Associate, Data Insights and Forensics",Kroll,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,Tempo integral
567,Data Platform Engineer,XP Inc.,"São Paulo, São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,Tempo integral
569,Data Technology Consultant,Microsoft,"Santa Catarina, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Meio período
570,Data Scientist Specialist,Samsung Brasil,"Campinas, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Tempo integral
571,[GH] ANALISTA DE BI PL - REMOTO - #41954,iBlue Consulting,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
572,Engenheiro de Dados Pleno (GCP),banco BV,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
573,Data Analytics Specialist Senior,CI&T,Brasil,Híbrido,Analista de Dados,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Tempo integral
575,"Senior Associate, Insights Data Science",Bain & Company,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
576,Engenharia de Dados,Itaú Unibanco,"São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
577,Data Analytics,e-frete,"Itajaí, Santa Catarina, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
578,Analistas e Consultores de Telecomunicações,Accenture Brasil,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
579,"Analytics Specialist (Bangkok Based, relocation provided)",Agoda,"Salvador, Bahia, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
580,Business Intelligence & Core Data Coordinator,IQVIA,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Tempo integral
581,Engenheiro de Dados,Qintess,Brasil,Remoto,Engenheiro de Dados,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
582,Finance Data Analyst,Shopee,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
583,Engenheiro Trainee,Level Group BR,"Barueri, São Paulo, Brasil",Remoto,Engenheiro de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
584,Engenheiro de dados Big Data,Yssy & Co.,"Barueri, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,Tempo integral
585,Engenheiro de dados,Assurance IT,"São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,Tempo integral
586,Intern Data Engineer - Sao Paulo - October 2022,Artefact,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Tempo integral
587,Analista de Governança de Dados Jr,Genial Investimentos,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
590,Data Technology Consultant,Microsoft,"Minas Gerais, Brasil",Híbrido,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
592,Data Engineer,Corteva Agriscience,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
593,Analista e Consultor (a) de Web Analytics,Accenture Brasil,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,Tempo integral
594,"Analytics Specialist (Bangkok Based, relocation provided)",Agoda,Belém e Região,Remoto,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
596,Analista de Data Analytics Pl / Cientista de Dados Pl,CPFL Energia,"Campinas, São Paulo, Brasil",Remoto,Analista de Dados,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
597,Staff Data Engineer,XP Inc.,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
599,Business Analyst (Return and Refund),Shopee,"São Paulo, São Paulo, Brasil",Remoto,Analista BI,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
601,Analista de Dados - Exclusivo para Profissionais com Deficiência,Itaú Unibanco,Brasil,Remoto,Analista de Dados,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Tempo integral
603,Data Engineer - Big Data (Remoto),IBM,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
609,Business Analyst,McKinsey & Company,"São Paulo, São Paulo, Brasil",Presencial,Analista BI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
610,Data Strategist [Remote],Braintrust,São Paulo e Região,Remoto,Cientista de Dados,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
616,"Senior Analyst (Bangkok Based, relocation provided)",Agoda,São Paulo e Região,Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
617,Data Technology Consultant,Microsoft,"Mato Grosso, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
619,Remote Data Scientist Jobs,Turing.com,"Montenegro, Rio Grande do Sul, Brasil",Remoto,Cientista de Dados,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
623,Data Engineer - Online Job,Oowlish,"Rio de Janeiro, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
626,CIENTISTA DE DADOS PLENO,Geofusion,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,Tempo integral
627,Consultor de Dados,Mind Lab,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
628,Coordenador Marketing BI,Coca-Cola FEMSA,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
629,AI Researcher Specialist,Samsung Brasil,"Campinas, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
630,Business Analyst,Customer Intelligence Inc.,"São Paulo, São Paulo, Brasil",Remoto,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Tempo integral
