,job_title,company_name,company_location,work_method,role,bachelor,masters,phd,no_diploma,python,sql,nosql,java,julia,matlab,tensorflow,tableau,powerbi,qlikview,excel,cloud,work_type
39,ANALISTA DE DADOS JUNIOR,C2C - Close to Consumer,São Paulo e Região,Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
40,Analista de Dados Python Pleno,GeekHunter,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
41,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
42,SummerJob: Data Science SP,Visagio,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
43,ESTÁGIO EM BUSINESS INTELLIGENCE [SP],Soul Trade Marketing,"São Paulo, São Paulo, Brasil",Presencial,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Tempo integral
45,ANALISTA DE DADOS JR,PicPay,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
46,Analista de Dados (ETL) Pleno,Evollo,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
47,ESTÁGIO EM ANÁLISE DE DADOS - BI,Movida Aluguel de Carros,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Tempo integral
48,Estágio - Data Science RJ,Visagio,"Rio de Janeiro, Rio de Janeiro, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
49,ANALISTA DE DADOS - Pleno,Grupo Selecionar,São Paulo e Região,Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
50,Analista de Dados,Meta BPO,São Paulo e Região,Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
51,Estágio em Ciência de Dados,GRH Group,"Sorocaba, São Paulo, Brasil",Presencial,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Tempo integral
52,Data Analytics Associate,Alvarez & Marsal,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,Tempo integral
53,Data Analytics,Cognizant,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Meio período
54,Estágio - Data Science NE,Visagio,"Recife, Pernambuco, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Meio período
55,Estágio em Ciência de Dados e Machine Learning - Afirmativa para Mulheres,Vetta,"Belo Horizonte, Minas Gerais, Brasil",Presencial,Cientista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
57,Estágio em Analista de Dados,Referência Seguros,"Brasília, Distrito Federal, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
59,Talent Pool - Data Engineering,Cargill,"São Paulo, São Paulo, Brasil",Híbrido,Engenheiro de Dados,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
60,Analista de Risco e Modelagem Jr.,PagBank PagSeguro,São Paulo e Região,Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Meio período
61,Analista de Dados (Vaga Afirmativa para Mulheres),Shopee,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
62,Data Analyst SSBI,Deloitte,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,Tempo integral
64,Estágio Dados,Solenis,"São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
65,ANALISTA DE CIENCIA DE DADOS PL,Inmetrics,"Barueri, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
66,"Analytics Specialist (Bangkok Based, relocation provided)",Agoda,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
67,Analista de Dados Júnior,Neogrid,São Paulo e Região,Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
68,Data Engineer - Big Data (Remoto),IBM,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
69,Engenheiro de dados,APLLOS,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,Tempo integral
70,Engenheiro de Dados Sênior,Marketdata,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
71,Estagiário(a) Ciência de Dados,Omnilogic,"Belo Horizonte, Minas Gerais, Brasil",Presencial,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
72,Cientista de Dados (Home Office/Brasil),Programmers - Beyond IT Brasil,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
73,Analista de modelagem de dados júnior,Itaú Unibanco,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,Tempo integral
74,Analista de Business Intelligence Júnior,Itapeva Recuperação de Créditos,"São Paulo, São Paulo, Brasil",Presencial,Analista BI,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
75,Analista de Dados JR,Alea S.A.,"Curitiba, Paraná, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
76,Estagiário (a) - HUB DE DADOS,Som Livre,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,Tempo integral
77,Estágio em Ciência de Dados e Machine Learning - Afirmativa para Mulheres,Vetta,Belo Horizonte e Região,Híbrido,Cientista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
78,Data Visualization,Tata Consultancy Services,Brasil,Presencial,Cientista de Dados,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Tempo integral
79,Data Product Owner Junior,C6 Bank,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
80,Analista de Dados (Vaga Afirmativa para Pessoas Negras),Shopee,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
81,Analista BI (d / m / f),TK Elevator,"Guaíba, Rio Grande do Sul, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
82,Estágio em Ciência de Dados,Grhats Recursos Humanos,"Sorocaba, São Paulo, Brasil",Presencial,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Meio período
83,[Minsait] Analista de Dados Jr,Minsait,"Osasco, São Paulo, Brasil",Remoto,Analista de Dados,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
84,Analista de Análise de Dados Junior,C6 Bank,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
85,Engenheiro de Dados Júnior a Pleno,GeekHunter,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,Tempo integral
86,Analista de Dados,Work4all Brasil,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
87,Estagiário em Business Intelligence,RPO Solutions,"Teresina, Piauí, Brasil",Presencial,Analista BI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
89,Estágio de Business Intelligence,Grupo Portfolio,"Fortaleza, Ceará, Brasil",Presencial,Analista BI,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
90,Analista de Dados,HC CONSULTING,"São José dos Campos, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
91,"Analytics Specialist (Bangkok Based, relocation provided)",Agoda,São Paulo e Região,Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
92,Data Engineer - Big Data (Remoto),IBM,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
93,Arquiteto de Dados (Vaga Afirmativa para Mulheres) - Remoto,Robert Walters,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Tempo integral
94,Analista de Dados (Comercial),Escola Mais,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Tempo integral
95,Cientista de dados Júnior,Mindsight,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
96,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Brasília, Distrito Federal, Brasil",Presencial,Analista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
97,Analista de Dados Em Benefícios,Marsh Brasil,"São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Meio período
98,Arquiteto de dados,INTERA | Talent Hacking,"São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,Tempo integral
99,Analista de Dados,Riosulense,"Rio do Sul, Santa Catarina, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meio período
100,Analista de Dados,Luandre RH - Soluções em Recursos Humanos,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
101,Analista de Dados JR,Cyrela,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
102,Cientista de Dados Junior,Porto,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
103,Data Engineer - Online Job,Oowlish,"Belo Horizonte, Minas Gerais, Brasil",Remoto,Engenheiro de Dados,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Meio período
104,Cientista de dados,Hospital Israelita Albert Einstein,São Paulo e Região,Remoto,Cientista de Dados,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,Tempo integral
105,Environmental Data Analyst (entry level),ERM,"Porto Alegre, Rio Grande do Sul, Brasil",Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,Tempo integral
106,Analista De BI I,REKRUTA JA,São Paulo e Região,Remoto,Analista de Dados,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
107,Banco de Talentos- Time Tecnologia- Dados,Zoox Smart Data,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
108,Estágio em Data Analytics (Analítico),i-Cherry,"Curitiba, Paraná, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
109,Estágio Business Intelligence,GCS Agro,"Lago Norte, Distrito Federal, Brasil",Presencial,Analista BI,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
110,"Data Analytics, Last Mile COE",Ambev Tech,"Campinas, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
111,Analista de Dados ( Setor Marketing ) - Remoto,GeekHunter,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
112,Engenheiro de Dados,GeekHunter,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
113,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Analista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
114,Analista de Dados,Grupo GCB,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,Tempo integral
115,Estágio em Banco de Dados,IQVIA,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
116,TECH - DATA | Data Analyst,BTG Pactual,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
117,Insurance Data Analyst,FIS,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
118,Data Scientist (Remoto),IBM,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
119,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Curitiba, Paraná, Brasil",Presencial,Analista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
120,Banco de Talentos Datarisk: Dados e Tecnologia,Datarisk,Florianópolis e Região,Presencial,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
121,Data Engineer - Online Job,Oowlish,"Florianópolis, Santa Catarina, Brasil",Presencial,Engenheiro de Dados,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
122,Analytics Engineer,Adyen,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
126,Business Intelligence Analyst (HÍBRIDO),MATH,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,Tempo integral
127,ESTÁGIO TALENTO - DATA SCIENCE,Lojas Quero-Quero S.A.,"Cachoeirinha, Rio Grande do Sul, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
128,ANALISTA DE DADOS,Outlet Lingerie,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
129,"People Analytics - Morumbi, SP",UnitedHealth Group,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
130,Analista de Ciência de Dados Pleno,Itaú Unibanco,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
131,Analytics Insights,Quod,"Barueri, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
132,Cientista de Dados,BIZM - Business Makers,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
133,Analista de Dados Junior - para Minsait (An Indra Company),Modern Talent Hub,São Paulo e Região,Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Meio período
134,20789 - Pessoa Estagiária Nível Superior - Dados e Analytics,Intelbras,"São José, Santa Catarina, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meio período
135,Analista de Dados I,V.tal,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Contrato
136,Data Engineer,GeekHunter,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
137,analista de data analytics pleno,enjoei,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
138,"JUNIOR DATA SCIENTIST - Dubai, UAE",Cobblestone Energy,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Tempo integral
139,Analista de Dados,Grupo Via Capital,"Belo Horizonte, Minas Gerais, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
140,ANALISTA DE DADOS SQL,Grupo Vamos,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
141,Business Intelligence & Core Data Coordinator,IQVIA,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Tempo integral
142,TECH - DATA | Data Platform Engineer,BTG Pactual,São Paulo e Região,Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
144,Especialista de Dados,Prudential Financial,São Paulo e Região,Remoto,Cientista de Dados,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
145,Engenheiro de Dados,BIZM - Business Makers,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
146,Data Analytics Jr,Grupo Tony Veículos,"São José dos Campos, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Tempo integral
147,Business Analyst Intern,Amazon,"São Paulo, São Paulo, Brasil",Presencial,Analista BI,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Tempo integral
149,"Senior Associate, Insights Data Science",Bain & Company,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
150,Engenheiro de Dados Pl,S3 BANK,"São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
152,Data Science Intern,Samsung Brasil,"Campinas, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
153,Analista de Dados,Weclix,"Ribeirão Preto, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
154,Analista de Dados,Grupo Apisul,"Porto Alegre, Rio Grande do Sul, Brasil",Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
155,Programa Minha Chance_Jovens Profissionais Microsoft e Google,Minsait,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
156,Cientista de Dados Júnior,Amplifica Digital,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
157,Estagio Analista de Dados Comerciais,Mais Estágios,"Curitiba, Paraná, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Tempo integral
158,Estágio em Business Analytics,HostGator América Latina,Brasil,Híbrido,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
159,Analista de Segurana de Dados Jr,NPW Digital,São Paulo e Região,Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
160,Analista de Dados,Refera,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
161,Cientista de Dados,Meta,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
162,Analista de Data Science,Xcelis,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
163,Especialista de BI,HDI Seguros,São Paulo e Região,Remoto,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
165,DATA SCIENCE CONSULTANT SAO PAULO,Management Solutions,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Tempo integral
166,Engenheiro de Machine Learning (ML Engineer),ILUMEO - Data Science Company,"São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
168,Data Engineer - Online Job,Oowlish,"Porto Alegre, Rio Grande do Sul, Brasil",Presencial,Engenheiro de Dados,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
169,Analista de Sistemas | Cientista de Dados,Deloitte,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
170,Cientista de Dados - Júnior,EY,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
171,Cientista de Dados Júnior,DataEX,"Jundiaí, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
173,Cientista de Dados,Natura,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
174,Especialista de Dados,Prudential Financial,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
175,Data Analyst Sr,banco BV,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
177,Cientista de Dados (Remoto),IBM,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,Tempo integral
178,Cientista de Dados | Big Data & AI,Globo,Brasil,Híbrido,Cientista de Dados,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,Tempo integral
180,Analista de Dados,Casa do Pica-Pau,"Goiânia, Goiás, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
181,Pessoa Cientista de Dados Júnior - Varejista de Food Service,BIP Brasil,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
182,Analista de Dados,G4 Educação,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,Tempo integral
184,ANALISTA DE DADOS JR,YDUQS,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
185,Data Engineer Python,GeekHunter,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,Tempo integral
186,Analista de Dados Pleno - Modelos de Previsão de Demanda,Itaú Unibanco,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
187,Analista de Dados,Meta,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
188,Analista de Dados e Power BI,LogsUp Logística Sustentável,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,Tempo integral
189,Data Engineer,TRACTIAN,Brasil,Remoto,Engenheiro de Dados,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Tempo integral
190,Vaga afirmativa para pessoas LGBTQIA+ (Analista de Dados),Marketdata,"São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Meio período
193,Vaga afirmativa para pessoas pretas (Analista de Dados),Marketdata,"São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
194,Data Engineer,Dell Technologies,Brasil,Presencial,Engenheiro de Dados,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,Meio período
196,Analista de dados,Grupo Skytech,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
197,Data & Analytics Analyst (Latam Cross Border Team),Shopee,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
198,Data Scientist - English speaker (Hybrid),Shift Technology,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Tempo integral
199,Environmental Data Analyst (Entry Level),ERM,"Salvador, Bahia, Brasil",Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,Meio período
201,Data Technology Consultant,Microsoft,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
202,Artificial Intelligence Intern,Samsung Brasil,"Campinas, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
203,Estagiário de Business Intelligence,Extrabom Supermercados,"Serra, Espírito Santo, Brasil",Presencial,Analista BI,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Tempo integral
204,Especialista Product Owner (Dados & AI) | Advertising,Globo,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
207,Analista de Dados (Modelagem) na Vivo,INTERA | Talent Hacking,"São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Meio período
208,Analista de dados pleno,Studio Z,"São José, Santa Catarina, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,Tempo integral
